headline,entity,majority_label
Sanders: 'Common sense suggests' Buttigieg would be compromised by wealthy donors,Buttigieg,Negative
Buttigieg Lands Black South Carolina Lawmaker's Endorsement,Buttigieg,Positive
Trump Says Prosecutors ‘Ought to Apologize’ to Roger Stone,Trump,Neutral
What is the War Powers Act and what can Congress do to enforce it with Trump on Iran?,Trump,Neutral
WATCH: George Stephanopoulos Makes Throat-Slitting Gesture to Cut Away from Trump Lawyer,Trump,Negative
"Biden Braces for a Rough New Hampshire Vote, Setting Expectations Low",Biden,Negative
Buttigieg surrogate on campaign momentum from Iowa to New Hampshire,Buttigieg,Neutral
"Schiff, Calling Trump ‘Wrathful and Vindictive,’ Sees Tweet as a Threat",Trump,Negative
Michigan Governor to Take National Stage to Rebut Trump,Trump,Neutral
"In Battleground Wisconsin, GOP Opens Front in Milwaukee",GOP,Neutral
House managers focus on alleged abuse of power on second day of opening arguments against Trump,Trump,Neutral
The Daily 202: Trump’s compulsion to take credit deepens his credibility gap amid questions about Iran intelligence,Trump,Negative
Three Ways Bloomberg's Billions Are Shaking Up the Democrats,Democrats,Negative
Warren and Sanders Seemed to Calm Things. Then the Debate Ended.,Warren,Positive
"Two Days After His Acquittal, Trump Ousts Two Star Impeachment Witnesses",Trump,Neutral
Anti-Trump GOP strategist hurls insults at black supporters of the president in reaction to recent polls,GOP,Negative
Trump Doesn’t Invite House Democrats to USMCA Signing Ceremony,Trump,Neutral
"House asks Supreme Court not to delay access to Trump’s financial records, citing threat to 2020 elections",Trump,Negative
The Trailer: The Gabbard and Yang factors in New Hampshire,Gabbard,Neutral
The Trailer: What Nevada could mean for Bernie Sanders,Sanders,Neutral
Draft Executive Order Would Give Trump a New Target: Modern Design,Trump,Neutral
"Sanders and Buttigieg Clash, Aiming for a Two-Person Race",Sanders,Neutral
Trump Calls for Slashing Funding for Toxic Superfund Cleanup,Trump,Neutral
House impeachment vote whip count: Where Democrats and Republicans stand - Washington Post,Democrats,Neutral
Dr. Bill Bennett reacts to Sanders momentum alarming House Democrats,Sanders,Positive
Report: Trump Administration Has Removed 70 Obama Holdovers at NSC,Trump,Neutral
Dizzying Day for Trump Caps a Year Full of Them,Trump,Neutral
"Surrogates carry the bulk of the Iowa campaign for D.C.-bound senators Klobuchar, Warren and Sanders",Klobuchar,Neutral
"After New Hampshire Surge, Klobuchar Turns to Nevada, Beyond",Klobuchar,Neutral
"Mayor Pete Buttigieg on Iowa caucuses result, attacks from 2020 rivals, expectations for New Hampshire",Buttigieg,Neutral
Trump announces long-awaited Israeli-Palestinian peace package amid doubts it will lead to progress,Trump,Positive
Trump retweets a post naming the alleged whistleblower,Trump,Negative
"Esper contradicts Trump, Pompeo on Soleimani attacking embassies",Trump,Negative
Front-Runners Buttigieg and Sanders Beat Back Debate Attacks,Sanders,Positive
Michael Bennet Drops Out of the 2020 Presidential Race,Bennet,Neutral
The Energy 202: Climate concerns help boost Sanders and Buttigieg in New Hampshire primary,Buttigieg,Positive
Trump withdraws Treasury nomination of former U.S. attorney for D.C. Jessie K. Liu after criticism of her oversight of Mueller prosecutions,Trump,Neutral
Adriana Cohen: Elizabeth Warren's 2020 bid is collapsing and the reason might surprise you,Warren,Negative
GOP lawmakers in Wisconsin rebuff calls to cancel in-person voting in Tuesday’s elections - The Washington Post,GOP,Negative
"Buttigieg comes out swinging at Sanders, Biden after being targeted following Iowa victory",Buttigieg,Neutral
Newt Gingrich says the Iowa caucuses process is rigged against Bernie Sanders,Sanders,Negative
"For Klobuchar and Warren, the 2020 primary is an endurance race",Klobuchar,Neutral
New Remarks From Top Ukrainian Official Damages Democrats’ Impeachment Narrative,Democrats,Negative
"Foiled in 2016, ‘Never Trump’ Republicans launch new super PAC in effort to oust Trump in 2020",Trump,Negative
Takeaways from the impeachment of President Trump,Trump,Neutral
Trump’s War Against ‘the Deep State’ Enters a New Stage,Trump,Positive
"'It was all bulls**t': Trump hits Romney, Democrats, and Russia probe in post-acquittal victory speech (VIDEO)",Democrats,Negative
Democrats Have a Ways to Go Before They Stand United,Democrats,Negative
Trump Says He Did Not Intervene in Justice Department's Handling of Roger Stone Case,Trump,Neutral
Tom Cotton Defends Trump’s Decision to Fire Ukrainian Ambassador: ‘Badmouthing’ Is a Good Reason to Fire Her (VIDEO),Trump,Positive
Bloomberg’s Blunt Defense of Stop-and-Frisk Policy Draws Scrutiny,Bloomberg,Negative
What Trump will say in the State of the Union address ,Trump,Neutral
"Trump invokes ‘manifest destiny’ in State of the Union address, resurfacing a defunct concept",Trump,Negative
A Republican Proposal to Feed the Country to the Swamp,Republicans,Negative
A Newly Emboldened Trump Gives Democrats a Reason to Fret,Democrats,Negative
"In 2016, Trump constantly alleged that the Clintons improperly influenced the attorney general",Trump,Neutral
What to Expect as the Trump Impeachment Trial Begins Today,Trump,Neutral
Power Up: Two Senate Republicans lash out at Trump after Iran briefing,Trump,Negative
Congress Wants to Force Trump’s Hand on Human Rights in China and Beyond,Trump,Negative
Michael Horowitz just shot down a bunch of Trump conspiracy theories,Trump,Neutral
"As House Democrats lay out their case for impeachment, Trump’s campaign and White House offer a different narrative",Trump,Neutral
Trump Seeks to Delay Woman's Suit After Request for His DNA,Trump,Negative
"Biden faces NYC protesters chanting ‘Drop out, Joe!’",Biden,Negative
"Trump campaign says president is working to expand his base, won't take New Hampshire for granted",Trump,Neutral
Power Up: Trump has a big choice to make on Iran,Trump,Neutral
"Trump supporters, lining up for post-impeachment rally, predict big 2020 win: ‘He’ll beat them all’",Trump,Positive
Why isn't Sen. Bernie Sanders taking a stand against Venezuelan regime?,Sanders,Negative
Trump’s new budget proposal will show how far he has moved away from 2016 campaign promises,Trump,Negative
Tonight’s Democratic Debate in Iowa: Will Sanders and Warren Clash or De-Escalate?,Sanders,Neutral
"Victors in Iowa, Sanders and Buttigieg Are Targets in Democratic Debate",Buttigieg,Positive
"Trump May Skip Debates, or Seek New Host, if Process Isn’t ‘Fair’",Trump,Neutral
"Biden Slumps, Bloomberg Surges Nationally as Democratic Race Heats Up: Poll",Biden,Negative
Sanders retracts controversial endorsement after backlash,Sanders,Negative
An Ad From Bernie Sanders Invokes J.F.K.,Sanders,Negative
Cities Prepare for the Worst as Trump’s Food Stamp Cuts Near,Trump,Negative
"AP VoteCast: NH Democrats Angry, Seek Alternative to Trump",Trump,Negative
"Paul Manafort’s fraud case in New York was dismissed, blocking local prosecutors’ effort to undercut a potential Trump pardon",Trump,Neutral
Joni Ernst Asks if Impeachment Trial Will Turn Iowa Caucusgoers Against Biden. They Answer.,Biden,Neutral
"Romney votes to convict Trump on impeachment charge of abuse of power, the only Republican to break ranks - The Washington Post",Republicans,Negative
Trump Called for Paid Family Leave. Here’s Why Few Democrats Clapped.,Trump,Neutral
Bloomberg’s Blunt Defense of Stop-and-Frisk Policy Draws Scrutiny,Bloomberg,Negative
House Democrats Back Changing Rules to Allow Remote Voting During Pandemic,Democrats,Negative
Trump to Give State of the Union Address Feb. 4,Trump,Neutral
"AP VoteCast: Young, Liberal Voters Key to Sanders’ NH Win",Sanders,Positive
"Bernie Sanders Democratic candidate: Biography, issues, fundraising",Sanders,Neutral
Trump Targets Michelle Obama's School Lunch Program on Her Birthday,Trump,Negative
Rebuke From Roberts Signals His Limited Role in Trump’s Senate Trial,Trump,Neutral
"Trump denies interfering in Roger Stone case, stays mum on possible pardon",Trump,Neutral
"Trump’s lawyers, Senate GOP allies work privately to ensure Bolton does not testify publicly - The Washington Post",GOP,Negative
Sanders with edge in two new polls in NH Buttigieg edges Sanders in a third,Sanders,Positive
"The Latest: Bloomberg Isn't at Debate, but He's Name-Dropped",Bloomberg,Negative
WATCH: Biden blames Trump surrogates for botched Iowa caucus count,Biden,Neutral
Elizabeth Warren Is Running Her Race. The Real One May Be Passing Her By.,Warren,Negative
"Biden Slumps, Bloomberg Surges Nationally as Democratic Race Heats Up: Poll",Bloomberg,Positive
"Trump Courts Black Voters, but Opposition Remains Deep",Trump,Neutral
White House official directed hold on Ukraine aid shortly after Trump’s July 25 call with Zelensky,Trump,Neutral
Democrats fear long primary slog - The Washington Post,Democrats,Negative
Questions pile up about Trump’s claim that Soleimani was going to ‘blow up’ a U.S. embassy,Trump,Neutral
Christian Post Editor Resigns Over Editorial Defending Trump,Trump,Neutral
"Deval Patrick, Latecomer to the 2020 Race, Drops Out",Patrick,Negative
"Buttigieg Sharpens Biden, Sanders Attacks as Caucuses Near",Biden,Negative
"Sanders Raises $25 Million in January, a Huge Show of Financial Strength",Sanders,Neutral
"Biden defends ‘politics of the past,’ as Sanders hit over ‘socialist’ label, Buttigieg's experience questioned",Buttigieg,Negative
"Trump barges in on Democratic primary races, seeking to steal the spotlight",Trump,Negative
"Assured of Acquittal, Trump Makes Case for a Second Term",Trump,Positive
Democracy 2020 Digest: Klobuchar sees an opening - Can she take it?,Klobuchar,Neutral
Trump's $4.8 Trillion Budget Proposal Revisits Rejected Cuts,Trump,Negative
Biden and Sanders Clash Over Social Security,Biden,Neutral
Trump Wins Republican Presidential Primary in New Hampshire: Edison Research,Trump,Positive
Biden turns attention to next contests after New Hampshire,Biden,Neutral
Trump endorses tweet comparing top Senate Democrat to Iranians,Trump,Neutral
The Health 202: Trump has scant results to show on lowering drug prices. So he's mostly attacking Democrats in last night's State of the Union address.,Trump,Negative
Trump’s NASA Budget Will Earmark 12% Boost for Agency in 2021,Trump,Positive
"Trump attempts to pin some blame for missile attacks on Obama, outraging Democrats - The Washington Post",Democrats,Negative
Cuomo to meet with Trump over Trusted Traveler Program enrollment ban for New Yorkers,Trump,Neutral
"Sanders edges out Buttigieg to win New Hampshire, as Klobuchar surges to third",Buttigieg,Neutral
Lawmakers Want Ivanka Trump's Women's Program to Become Law,Trump,Positive
'No Fair Trial': Quotes From Trump's Senate Impeachment Trial,Trump,Neutral
Trump casts criticism of Israel as dangerous as he courts Jewish voters for 2020,Trump,Negative
"Donald Trump Won’t Slow Efforts to Fight Climate Change, John Kerry Predicts",Trump,Positive
New Poll: Majority of Democrats Say Obama Was a Better President Than Washington,Democrats,Neutral
Trump Denies Telling Bolton That Ukraine’s Aid Depended on Biden Investigations,Trump,Neutral
"Angry Trump Says Focus Should Be on a Trade Deal, Not a ‘Hoax’",Trump,Negative
"Warren, in apology, cites America's 'long legacy' of 'racism and oppression' after women of color quit Nevada campaign",Warren,Neutral
Democrats Need to Disguise Their Leftness,Democrats,Negative
Tensions flare at House session as Dems take aim at Trump travel ban,Trump,Negative
Ukrainian President Denies Trump Pressured Him During July Call,Trump,Neutral
Attorney General William Barr reschedules his holiday party at the Trump hotel,Trump,Neutral
Notable moments from Lev Parnas-Trump tape,Trump,Neutral
Trump Warns Iran as Risk of Wider Armed Conflict Grows,Trump,Neutral
Joe Biden Attacks Bernie Sanders’s Record on Guns,Sanders,Negative
"Even With No Major Rival, Trump Steps Up Early State Effort",Trump,Positive
Klobuchar Surge in New Hampshire Could Reshuffle Democratic White House Race,Klobuchar,Positive
The Technology 202: Top Senate Democrat's new privacy bill likely to spark GOP protests - The Washington Post,GOP,Negative
"Sanders Narrowly Wins New Hampshire Democratic Primary, Biden Lags Badly",Sanders,Positive
Trump Largely Ignores Impeachment as He Rallies Young Conservatives,Trump,Neutral
Biden finishes fifth in New Hampshire primary,Biden,Negative
G.A.O. Report Says Trump Administration Broke Law in Withholding Ukraine Aid,Trump,Negative
"Trump Mistakenly Congratulates Kansas City, Kan., on Its Super Bowl Win",Trump,Neutral
"Exit Polls: Sanders, Buttigieg, Klobuchar Locked in Tight Race for New Hampshire",Buttigieg,Positive
"‘Soon,’ Pelosi promises, as some Democrats grow restless over delay in Trump’s impeachment trial - The Washington Post",Democrats,Negative
Joni Ernst Asks if Impeachment Trial Will Turn Iowa Caucusgoers Against Biden. They Answer.,Biden,Neutral
"Trump, Awaiting Egyptian Counterpart at Summit, Called Out for ‘My Favorite Dictator’",Trump,Negative
Bernie Sanders - Foreign Policy,Sanders,Neutral
McConnell tells senators he doesn’t yet have votes to block witnesses in Trump impeachment trial,Trump,Negative
GOP senators accuse Dems of 'selectively leaking' Hunter Biden investigation details,Biden,Negative
Senate Republicans look to hold short impeachment trial despite Trump’s desire for an aggressive defense - The Washington Post,Republicans,Neutral
"CPAC takes action against Mitt Romney after voting for new witnesses, evidence in Trump trial",Trump,Neutral
